0.1804,0,0,6.1296,0.1019,3.2988,19.4857,0,0,0,0,0,0,0,0.5368,0,0,0,0,11.9971,0,0,57.5271,0.0441,0.6985,0,0,0,0,-16.5188,0,0,-14.058,0,-14.1809,0.1889,0,0,0,0,0,0,0,-48.2489,0,0,0,0,-50.1146,0,0,12.9624,32.4263,-15.1324,0,0,0,0,-4.188
166.6787,0,0,243.3397,0,0,-533.2206,0,0,40.4655,0,0,0,0,0,0,0,0,0,65.693,0,0,81.7044,1.5001,27.3967,0.2878,5.1117,1.0432,0,6.2368,0,0,6.2369,0,0,-9.7638,0,0,3.3564,0,0,0,0,0,0,0,0,0,6.3299,0,0,12.5045,-80.128,28.0114,0,5.7887,380.6269,0,0
3.9,0,0,11.2698,0,8.804,57.3869,0,0,3.3045,0,0,0,0.1283,2.0863,0,0.0046,0.0007,0,2.6474,0,0,6.909,0.008,0,0.4896,0,3.0608,0,4.0538,0,0,4.0542,0,5.2306,3.7967,0,0,-79.1406,0,0,0,10.4443,5.8908,0,52.1739,8142.8571,0,3.951,0,0,-2.9816,15,0,-76.8382,0,-11.7061,0,-22.8804
66.5247,0,0,20.8928,0,0,-43.4735,0,0,3.7819,0,0,0,0,0,0,42.5417,0,0,0,0,0,0.5318,0,0,0,9.2006,0,0,-1.7711,0,0,-1.7709,0,0,1.851,0,0,4.035,0,0,0,0,0,0,4.3698,0,0,0,0,0,-53.648,0,0,0,-10.6808,0,0,141.8838
42.2778,0,-12.0819,9.4849,0,18.2635,9.8838,0,0,0,0,0,0,0,0.1499,0,0.11,0,0,9.4684,0,0,22.2837,0.0556,0,0.1043,0,0,0,-22.3439,0,-8.7759,63.0866,0,-22.344,104.5974,0,0,0,0,0,0,0,890.6604,0,0,0,0,4.8667,0,0,-23.5491,521.4029,0,-35.8581,0,0,0,-8.8514
8.4873,0,0,98.2626,0,0,-8.1386,0,0,0,0,0,0,0.0229,1.0947,0,0,0,0,0,0,0,0.0709,0,0,0,0.2003,0,0,-1.6542,0,0,-9.7993,0,0,-104.0928,0,0,0,0,0,0,82.0961,-9.3724,0,0,0,0,0,0,0,65.5853,0,0,0,-24.4134,0,0,-50.2382
0,14.2708,0,244.5859,0,2.148,-372.9104,0,0,0,0,0,1.7543,0,0,0,0,0,0,0,0,0,1.1658,0,0,5.3775,203.049,0.5591,0,0,0,0,0,0,41.4432,27.3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.6978,58.6244,25.7736,0,-15.7658
2.0885,0,-0.6347,44.2409,0,0.8006,5.421,0,0,4.7032,0,0,0,0.0834,0.2196,0.4549,0,0.414,0.2811,9.2597,0,0,28.8268,0,0,3.771,0,0.07,0,-11.6974,0,11.6906,-10.8196,0,-81.8636,111.4278,0,0,-4.7648,0,0,0,44.3645,0,-9.2548,0,-17.1498,64.7812,-26.814,0,0,5.3353,0,0,3.1053,0,-39.8571,0,-2.6791
9.8903,0,0,22.4385,0,0,-2.453,0,0,0.5364,0,0,0,0.0663,0.0241,0,0,0,0,17.1076,0,0,52.0793,0,0,0.0271,0.2833,0,0,-1.3528,0,0,-12.1367,0,0,-387.9046,0,0,-88.3669,0,0,0,-1.3575,-13.6929,0,0,0,0,-4.7406,0,0,26.1605,0,0,-23.2472,15.4253,0,0,-68.3398
0.0709,0,0,77.807,0,0,6.6455,0,0,15.284,0,0,0,0,0.058,0,0,0,0,0,0,0,0.1346,0,0,0,0,0,0,-12.976,0,0,-12.0508,0,0,-7.0168,0,0,-21.2353,0,0,0,0,0,0,0,0,0,0,0,0,111.4413,0,0,0,0,0,0,11.1112
1.2093,0,0,0,0.1311,50.4976,20.873,0,0,0,0,0,0.374,1.6746,0,0,0,0,0,12.9139,0,0,4.7816,0.8981,2.2199,0.21,4.217,0,0,-0.0744,0,0,0,-2.8223,17.1796,-27.583,0,0,0,0,0,38.8503,0.3822,0,0,0,0,0,0.8975,0,0,9.5282,-3.8526,-58.818,8.2857,-54.866,0,0,0.8458
2.3231,0,0,14.6535,0,63.6209,12.0886,0,0,0,0,0,0,0.1071,0.5283,0,0,0.0232,0,0,0,0,4.5837,0.2758,0.9362,0.0598,0.7408,0.0589,0,-11.1747,0,0,-4.5757,0,0.8994,-8.5312,0,0,0,0,0,0,1.8674,-22.3737,0,0,-76.2931,0,0,0,0,43.5587,-39.2313,-52.8733,-50.5017,20.0729,19.1851,0,-34.2732
4.9756,0,0,52.1661,0.0036,17.9976,1.2097,0,0,11.5221,0,0,0,0,0.0001,0.0743,0,0.1773,0,8.8243,0,0,2.6077,0,0,0,0.1509,0.2909,0,53.7744,0,0,38.1558,488.8889,-9.2729,-1742.8123,0,0,68.1265,0,0,0,0,0,8.8829,0,26.1703,0,-99.8572,0,0,41.9565,0,0,0,-14.3804,-3.2657,0,56.3174
0.7382,0,-0.0918,37.1979,0,0,27.2852,0,0,0,0,0,0,0,1.4694,0.2274,3.1742,0,0,3.9902,0,0,24.0291,0,0.2235,1.7567,0,0,0,-16.2964,0,-148.2571,-15.6783,0,0,-11.5081,0,0,0,0,0,0,0,7.3976,81.3984,-59.4386,0,0,35.512,0,0,41.9579,0,21.0291,-41.2535,0,0,0,-40.3917
1.1763,0,-0.0674,32.523,0,2.7515,27.7546,0,0,10.9318,0,0,0,0,0.2655,0.0193,0.6576,0,0,12.9239,0,0,2.6538,0,0.8543,0.1844,7.3713,0,0,-12.4118,0,-5.4896,-12.4094,0,-12.4078,-21.627,0,0,110.786,0,0,0,0,275.8192,0,-23.2208,0,0,29.6141,0,0,-50.5049,0,-14.9479,9.1106,-61.2891,0,0,-43.9059
