-16.5188,0,0,-14.058,0,-14.1809,0.1889,0,0,0,0,0,0,0,-48.2489,0,0,0,0,-50.1146,0,0,12.9624,32.4263,-15.1324,0,0,0,0,-4.188
6.2368,0,0,6.2369,0,0,-9.7638,0,0,3.3564,0,0,0,0,0,0,0,0,0,6.3299,0,0,12.5045,-80.128,28.0114,0,5.7887,380.6269,0,0
4.0538,0,0,4.0542,0,5.2306,3.7967,0,0,-79.1406,0,0,0,10.4443,5.8908,0,52.1739,8142.8571,0,3.951,0,0,-2.9816,15,0,-76.8382,0,-11.7061,0,-22.8804
-1.7711,0,0,-1.7709,0,0,1.851,0,0,4.035,0,0,0,0,0,0,4.3698,0,0,0,0,0,-53.648,0,0,0,-10.6808,0,0,141.8838
-22.3439,0,-8.7759,63.0866,0,-22.344,104.5974,0,0,0,0,0,0,0,890.6604,0,0,0,0,4.8667,0,0,-23.5491,521.4029,0,-35.8581,0,0,0,-8.8514
-1.6542,0,0,-9.7993,0,0,-104.0928,0,0,0,0,0,0,82.0961,-9.3724,0,0,0,0,0,0,0,65.5853,0,0,0,-24.4134,0,0,-50.2382
0,0,0,0,0,41.4432,27.3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.6978,58.6244,25.7736,0,-15.7658
-11.6974,0,11.6906,-10.8196,0,-81.8636,111.4278,0,0,-4.7648,0,0,0,44.3645,0,-9.2548,0,-17.1498,64.7812,-26.814,0,0,5.3353,0,0,3.1053,0,-39.8571,0,-2.6791
-1.3528,0,0,-12.1367,0,0,-387.9046,0,0,-88.3669,0,0,0,-1.3575,-13.6929,0,0,0,0,-4.7406,0,0,26.1605,0,0,-23.2472,15.4253,0,0,-68.3398
-12.976,0,0,-12.0508,0,0,-7.0168,0,0,-21.2353,0,0,0,0,0,0,0,0,0,0,0,0,111.4413,0,0,0,0,0,0,11.1112
-0.0744,0,0,0,-2.8223,17.1796,-27.583,0,0,0,0,0,38.8503,0.3822,0,0,0,0,0,0.8975,0,0,9.5282,-3.8526,-58.818,8.2857,-54.866,0,0,0.8458
-11.1747,0,0,-4.5757,0,0.8994,-8.5312,0,0,0,0,0,0,1.8674,-22.3737,0,0,-76.2931,0,0,0,0,43.5587,-39.2313,-52.8733,-50.5017,20.0729,19.1851,0,-34.2732
53.7744,0,0,38.1558,488.8889,-9.2729,-1742.8123,0,0,68.1265,0,0,0,0,0,8.8829,0,26.1703,0,-99.8572,0,0,41.9565,0,0,0,-14.3804,-3.2657,0,56.3174
-16.2964,0,-148.2571,-15.6783,0,0,-11.5081,0,0,0,0,0,0,0,7.3976,81.3984,-59.4386,0,0,35.512,0,0,41.9579,0,21.0291,-41.2535,0,0,0,-40.3917
-12.4118,0,-5.4896,-12.4094,0,-12.4078,-21.627,0,0,110.786,0,0,0,0,275.8192,0,-23.2208,0,0,29.6141,0,0,-50.5049,0,-14.9479,9.1106,-61.2891,0,0,-43.9059
-25.6653,0,0,-25.6639,0,0,-23.4284,0,0,-54.9835,0,0,0,0,-17.0604,0,0,0,-32.4304,32.7908,0,0,5.826,0,-48.875,0,62.0301,0,0,-86.4865
-5.0785,0,0,-5.0784,0,0,-3.683,0,0,0,0,0,0,0,0,23.8235,0,-35.0365,0,0,0,0,181.7452,0,0,38.2289,40.6478,12.1003,0,4.9213
-10.3508,0,0,-8.5351,0,-17.2307,795.6566,0,0,-20.5183,0,0,0,0,0,0,0,0,0,-70.8238,0,0,-2.4872,0,854.5681,0,35.3823,2.1283,0,-24.6759
8.5896,0,0,8.5895,-48.15,8.5888,2.0903,0,0,0,0,0,0,0,-84.2593,0,0,0,0,23.4473,0,0,8.1761,0,0,0,-9.3637,0,0,5.5556
-1.1083,0,0,0,0,-1.1087,-2.5471,0,0,0,0,0,0,0,0,0,498.1042,0,0,0,0,0,300.8889,0,0,0,0,0,0,-27.9968
-3.0764,0,0,-3.076,0,3.3643,-12.6169,0,0,-10.3219,0,0,-30.2973,0,39.5459,0,0,0,0,44.0388,0,0,53.0875,0,0,0,0,0,0,-8.9686
0.1961,0,0,-18.9161,0,0.1961,-123.0054,0,0,-81.7842,0,0,0,0,-21.2561,-12.3037,42.7277,0,0,0,0,0,17.2436,0,0,-12.127,0,0,0,-41.6667
7.1344,0,0,7.1344,0,0,-41.269,0,0,-27.8278,0,0,0,0,34.2292,2.6648,0,0,0,-92.0543,0,0,21.5539,0,0,215.6487,85.8327,-40.4762,0,-58.5031
232.2461,0,0,98.1032,0,232.2561,-427.6723,0,0,88.6265,0,0,0,42.7419,-24.3051,0,0,0,0,0,0,0,7.3372,382.9225,0,306.3475,0,297.6612,0,16.0326
-30.7384,0,0,-30.7393,0,-30.7484,154.8571,0,0,7628.0938,0,0,0,-24.6964,0,-30.7149,0,0,0,-20.6608,0,0,-2.9634,-34.4686,0,0,0,-76,0,-3.4916
9.1209,0,0,9.1776,9.056,232.7274,-138.5054,0,0,0,0,0,0,-2.2953,5.0487,9.1208,0,9.1186,0,0,0,0,-20.3566,-18.2375,0,1086.25,-96.7532,0,0,-38.7317
